QUOTE,LIKES,AUTHOR,TITLE,TAGS,processed_quote,original_quote,topic,topic_prob,sentiment_label,sentiment_score,sentiment_value,primary_emotion,emotion_score
"One of the strange things about living in the world is that it is only now and then one is quite sure one is going to live forever and ever and ever. One knows it sometimes when one gets up at the tender solemn dawn-time and goes out and stands out and throws one's head far back and looks up and up and watches the pale sky slowly changing and flushing and marvelous unknown things happening until the East almost makes one cry out and one's heart stands still at the strange unchanging majesty of the rising of the sun--which has been happening every morning for thousands and thousands and thousands of years. One knows it then for a moment or so. And one knows it sometimes when one stands by oneself in a wood at sunset and the mysterious deep gold stillness slanting through and under the branches seems to be saying slowly again and again something one cannot quite hear, however much one tries. Then sometimes the immense quiet of the dark blue at night with the millions of stars waiting and watching makes one sure; and sometimes a sound of far-off music makes it true; and sometimes a look in someone's eyes.",526,Frances Hodgson Burnett,The Secret Garden,,one strange things living world one quite sure one going live forever ever ever one knows sometimes one gets tender solemn dawn time goes stands throws one's head far back looks watches pale sky slowly changing flushing marvelous unknown things happening east almost makes one cry one's heart stands still strange unchanging majesty rising sun happening every morning thousands thousands thousands years one knows moment one knows sometimes one stands oneself wood sunset mysterious deep gold stillness slanting branches seems saying slowly something one cannot quite hear however much one tries sometimes immense quiet dark blue night millions stars waiting watching makes one sure sometimes sound far music makes true sometimes look someone's eyes,"One of the strange things about living in the world is that it is only now and then one is quite sure one is going to live forever and ever and ever. One knows it sometimes when one gets up at the tender solemn dawn-time and goes out and stands out and throws one's head far back and looks up and up and watches the pale sky slowly changing and flushing and marvelous unknown things happening until the East almost makes one cry out and one's heart stands still at the strange unchanging majesty of the rising of the sun--which has been happening every morning for thousands and thousands and thousands of years. One knows it then for a moment or so. And one knows it sometimes when one stands by oneself in a wood at sunset and the mysterious deep gold stillness slanting through and under the branches seems to be saying slowly again and again something one cannot quite hear, however much one tries. Then sometimes the immense quiet of the dark blue at night with the millions of stars waiting and watching makes one sure; and sometimes a sound of far-off music makes it true; and sometimes a look in someone's eyes.",0,0.6509784285793515,POSITIVE,0.9913554787635803,0.9913554787635803,confusion,0.11507361382246017
"Oh- my twitchy witchy girl
I think you are so nice,
I give you bowls of porridge
And I give you bowls of ice
Cream.
I give you lots of kisses,
And I give lots of hugs,
But I never give you sandwiches
With bugs
In.",199,Neil Gaiman,Coraline,,oh twitchy witchy girl think nice give bowls porridge give bowls ice cream give lots kisses give lots hugs never give sandwiches bugs,"Oh- my twitchy witchy girl
I think you are so nice,
I give you bowls of porridge
And I give you bowls of ice
Cream.
I give you lots of kisses,
And I give lots of hugs,
But I never give you sandwiches
With bugs
In.",0,0.9259850560091382,POSITIVE,0.9979830980300903,0.9979830980300903,nervousness,0.1237717866897583
"I showed him the Post-it. “You see They’re from Lily.”
“Who’s Lily?”
“Some girl.”
“Ooh... a girl!”
“Boomer, we’re not in third grade anymore. You don’t say, ‘Ooh... a girl!’”
“What? You fucking her?”
“Okay, Boomer, you’re right. I liked ‘Ooh... a girl!’ much more than that. 
Let’s stick with ‘Ooh... a girl!",187,David Levithan,Dash & Lily's Book of Dares,"['teen', 'ya']",showed post see lily lily girl ooh girl boomer third grade anymore ooh girl fucking okay boomer right liked ooh girl much let stick ooh girl,"I showed him the Post-it. “You see They’re from Lily.”
“Who’s Lily?”
“Some girl.”
“Ooh... a girl!”
“Boomer, we’re not in third grade anymore. You don’t say, ‘Ooh... a girl!’”
“What? You fucking her?”
“Okay, Boomer, you’re right. I liked ‘Ooh... a girl!’ much more than that. 
Let’s stick with ‘Ooh... a girl!",-1,0.0,POSITIVE,0.8739128112792969,0.8739128112792969,confusion,0.15362581610679626
"I always say perseverance is nine-tenths of any art — not that it's much help to be nine-tenths an artist, of course.",55,Peter S. Beagle,The Last Unicorn,,always perseverance nine tenths art much help nine tenths artist course,"I always say perseverance is nine-tenths of any art — not that it's much help to be nine-tenths an artist, of course.",0,0.6274766500137687,NEGATIVE,0.9826971888542175,-0.9826971888542175,caring,0.08127976208925247
You can't depend on your eyes when your imagination is out of focus.,3632,Mark Twain,A Connecticut Yankee in King Arthur's Court,[],can't depend eyes imagination focus,You can't depend on your eyes when your imagination is out of focus.,-1,0.0,NEGATIVE,0.9955360889434814,-0.9955360889434814,confusion,0.13968218863010406
"For there is nothing lost, that may be found, if sought.",1326,Edmund Spenser,The Faerie Queene,"['finding', 'the-faerie-queene']",nothing lost found sought,"For there is nothing lost, that may be found, if sought.",-1,0.0,NEGATIVE,0.5567170977592468,-0.5567170977592468,relief,0.10599623620510101
"Take a moment from time to time to remember that you are alive. I know this sounds a trifle obvious, but it is amazing how little time we take to remark upon this singular and gratifying fact. By the most astounding stroke of luck an infinitesimal portion of all the matter in the universe came together to create you and for the tiniest moment in the great span of eternity you have the incomparable privilege to exist.",67,Bill Bryson,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,,take moment time time remember alive know sounds trifle obvious amazing little time take remark upon singular gratifying fact astounding stroke luck infinitesimal portion matter universe came together create tiniest moment great span eternity incomparable privilege exist,"Take a moment from time to time to remember that you are alive. I know this sounds a trifle obvious, but it is amazing how little time we take to remark upon this singular and gratifying fact. By the most astounding stroke of luck an infinitesimal portion of all the matter in the universe came together to create you and for the tiniest moment in the great span of eternity you have the incomparable privilege to exist.",-1,0.0,POSITIVE,0.999751627445221,0.999751627445221,realization,0.14920499920845032
Dudley thought for a moment. It looked like hard work.,85,J.K. Rowling,Harry Potter and the Sorcerer's Stone,['harry-potter'],dudley thought moment looked hard work,Dudley thought for a moment. It looked like hard work.,0,0.610737277597265,NEGATIVE,0.9865967631340027,-0.9865967631340027,curiosity,0.21146027743816376
"You can't eat books, sweetheart.",747,Markus Zusak,The Book Thief,[],can't eat books sweetheart,"You can't eat books, sweetheart.",0,1.0,NEGATIVE,0.9818488359451294,-0.9818488359451294,realization,0.11538415402173996
"Kools and Newports were for black people and lower-class whites. Camels were for procrastinators, those who wrote bad poetry, and those who put off writing bad poetry. Merits were for sex addicts, Salems were for alcoholics, and Mores were for people who considered themselves to be outrageous but really weren't.",110,David Sedaris,When You Are Engulfed in Flames,"['smoking', 'stereotypes']",kools newports black people lower class whites camels procrastinators wrote bad poetry put writing bad poetry merits sex addicts salems alcoholics mores people considered outrageous really,"Kools and Newports were for black people and lower-class whites. Camels were for procrastinators, those who wrote bad poetry, and those who put off writing bad poetry. Merits were for sex addicts, Salems were for alcoholics, and Mores were for people who considered themselves to be outrageous but really weren't.",-1,0.0,NEGATIVE,0.9954894185066223,-0.9954894185066223,curiosity,0.07875718176364899
"Chaos and intensity are no substitute for lasting love, nor are they necessarily an improvement on real life.",53,Kay Redfield Jamison,An Unquiet Mind: A Memoir of Moods and Madness,[],chaos intensity substitute lasting love necessarily improvement real life,"Chaos and intensity are no substitute for lasting love, nor are they necessarily an improvement on real life.",0,0.7788565942083646,POSITIVE,0.9708386659622192,0.9708386659622192,confusion,0.09775754064321518
"Then what is magic for?"" Prince Lír demanded wildly. ""What use is wizardry if it cannot save a unicorn?"" He gripped the magician's shoulder hard, to keep from falling.
Schmedrick did not turn his head. With a touch of sad mockery in his voice, he said, ""That's what heroes are for.",116,Peter S. Beagle,The Last Unicorn,,magic prince l r demanded wildly use wizardry cannot save unicorn gripped magician's shoulder hard keep falling schmedrick turn head touch sad mockery voice that's heroes,"Then what is magic for?"" Prince Lír demanded wildly. ""What use is wizardry if it cannot save a unicorn?"" He gripped the magician's shoulder hard, to keep from falling.
Schmedrick did not turn his head. With a touch of sad mockery in his voice, he said, ""That's what heroes are for.",0,0.8999452753442432,NEGATIVE,0.9069291949272156,-0.9069291949272156,curiosity,0.1305805891752243
"Almost all the time, you tell yourself you're loving somebody when you're just using them. 
This only looks like love.",309,Chuck Palahniuk,Invisible Monsters,[],almost time tell loving somebody using looks love,"Almost all the time, you tell yourself you're loving somebody when you're just using them. 
This only looks like love.",-1,0.0,POSITIVE,0.995154857635498,0.995154857635498,love,0.3277937173843384
